"Geographic Area Name (NAME)","2022 NAICS code (NAICS2022)","Meaning of NAICS code (NAICS2022_LABEL)","Year (YEAR)","Number of firms (FIRM)","Number of establishments (ESTAB)","Sales, value of shipments, or revenue ($1,000) (RCPTOT)","Annual payroll ($1,000) (PAYANN)","First-quarter payroll ($1,000) (PAYQTR1)","Number of employees (EMP)","Production and/or development and exploration workers annual wages ($1,000) (PAYANPW)","Production workers first-quarter payroll ($1,000) (PAYQ1PW)","Production and/or development and exploration workers for pay period including March 12 (EMPQ1PW)","Construction, production and/or development and exploration workers annual hours (1,000) (HOURS)","Other employees annual wages ($1,000) (PAYANOM)","Other employees first-quarter payroll ($1,000) (PAYQ1OM)","Other employees for pay period including March 12 (EMPQ1OM)","Total fringe benefits ($1,000) (BENEFIT)","Employer's cost for health insurance ($1,000) (BENHEA)","Employer's cost for defined benefit pension plans ($1,000) (BENPEB)","Employer's cost for defined contribution plans ($1,000) (BENPEC)","Employer's cost for other fringe benefits ($1,000) (BENOTH)","Total cost of supplies and/or materials ($1,000) (CSTMTOT)","Cost of materials, components, packaging and/or supplies used, minerals received, or purchased machinery installed ($1,000) (CSTMPRT)","Cost of resales ($1,000) (CSTRSL)","Cost of contract work ($1,000) (CSTCNT)","Cost of purchased fuels consumed ($1,000) (CSTFU)","Cost of purchased electricity ($1,000) (CSTELEC)","Quantity of electricity purchased for heat and power (1,000 kWh) (ELECPCH)","Quantity of generated electricity (1,000 kWh) (ELECGEN)","Quantity of electricity sold or transferred (1,000 kWh) (ELECSLD)","Value added ($1,000) (VALADD)","Total inventories, beginning of year ($1,000) (INVTOTB)","Finished goods or minerals products, crude petroleum, and natural gas liquids inventories, beginning of year ($1,000) (INVFINB)","Work-in-process inventories, beginning of year ($1,000) (INVWIPB)","Materials and/or supplies, parts, fuels, etc. inventories, beginning of year ($1,000) (INVMATB)","Total inventories, end of year ($1,000) (INVTOTE)","Finished goods or minerals products, crude petroleum, and natural gas liquids inventories, end of year ($1,000) (INVFINE)","Work-in-process inventories, end of year ($1,000) (INVWIPE)","Materials and/or supplies, parts, fuels, etc. inventories, end of year ($1,000) (INVMATE)","Gross value of depreciable assets (acquisition costs), beginning of year ($1,000) (ASTBGN)","Gross value of depreciable assets (acquisition costs) for buildings and other structures, beginning of year ($1,000) (ASTBBLD)","Gross value of depreciable assets (acquisition costs) for machinery and equipment, beginning of year ($1,000) (ASTBMCH)","Total capital expenditures for buildings, structures, machinery, and equipment (new and used) ($1,000) (CEXTOT)","Capital expenditures for buildings and other structures ($1,000) (CEXBLD)","Capital expenditures for machinery and equipment ($1,000) (CEXMCH)","Capital expenditures for automobiles, trucks, etc. for highway use ($1,000) (CEXMCHA)","Capital expenditures for computers and peripheral data processing equipment ($1,000) (CEXMCHC)","Capital expenditures for all other machinery and equipment ($1,000) (CEXMCHO)","Total retirements ($1,000) (ASRET)","Retirements for buildings and other structures ($1,000) (ASRBLD)","Retirements for machinery and equipment ($1,000) (ASRMCH)","Gross value of depreciable assets (acquisition costs, end of year) ($1,000) (ASTEND)","Gross value of depreciable assets (acquisition costs) for buildings and other structures, end of year ($1,000) (ASTEBLD)","Gross value of depreciable assets (acquisition costs) for machinery and equipment, end of year ($1,000) (ASTEMCH)","Total depreciation during year ($1,000) (DPRTOT)","Total rental payments or lease payments ($1,000) (RPTOT)","Rental payments or lease payments for buildings and other structures ($1,000) (RPBLD)","Rental payments or lease payments for machinery and equipment ($1,000) (RPMCH)","Total other operating expenses ($1,000) (PCHTT)","Temporary staff and leased employee expenses ($1,000) (PCHTEMP)","Expensed computer hardware and other equipment ($1,000) (PCHCMPQ)","Expensed purchases of software ($1,000) (PCHEXSO)","Data processing and other purchased computer services ($1,000) (PCHDAPR)","Communication services ($1,000) (PCHCSVC)","Repair and maintenance services of buildings and/or machinery ($1,000) (PCHRPR)","Refuse removal (including hazardous waste) services ($1,000) (PCHRFUS)","Advertising and promotional services ($1,000) (PCHADVT)","Purchased professional and technical services ($1,000) (PCHPRTE)","Taxes and license fees ($1,000) (PCHTAX)","All other operating expenses ($1,000) (PCHOEXP)","Range indicating imputed percentage of total sales, value of shipments, or revenue (RCPTOT_IMP)","Range indicating imputed percentage of total annual payroll (PAYANN_IMP)","Range indicating imputed percentage of total employees (EMP_IMP)"
"United States","3325","Hardware Manufacturing","2022","534","588","10,740,727","1,662,730","405,141","28,620","905,128","225,750","19,331","37,472","757,602","179,391","9,289","505,412","229,063","14,911","54,174","207,264","4,901,867","4,191,844","512,269","128,687","14,638","54,429","588,925","D","D","5,904,365","1,568,183","627,039","273,511","667,633","1,682,463","684,647","281,408","716,408","3,652,558","970,504","2,682,054","170,830","42,246","128,584","14,865","6,398","107,321","93,359","27,503","65,856","3,730,029","985,247","2,744,782","234,988","65,473","52,294","13,179","948,025","118,097","10,404","13,388","13,629","15,756","69,578","13,395","26,328","59,667","32,095","575,688","30% to less than 40%","20% to less than 30%","30% to less than 40%"
"United States","33251","Hardware Manufacturing","2022","534","588","10,740,727","1,662,730","405,141","28,620","905,128","225,750","19,331","37,472","757,602","179,391","9,289","505,412","229,063","14,911","54,174","207,264","4,901,867","4,191,844","512,269","128,687","14,638","54,429","588,925","D","D","5,904,365","1,568,183","627,039","273,511","667,633","1,682,463","684,647","281,408","716,408","3,652,558","970,504","2,682,054","170,830","42,246","128,584","14,865","6,398","107,321","93,359","27,503","65,856","3,730,029","985,247","2,744,782","234,988","65,473","52,294","13,179","948,025","118,097","10,404","13,388","13,629","15,756","69,578","13,395","26,328","59,667","32,095","575,688","30% to less than 40%","20% to less than 30%","30% to less than 40%"
"United States","332510","Hardware Manufacturing","2022","534","588","10,740,727","1,662,730","405,141","28,620","905,128","225,750","19,331","37,472","757,602","179,391","9,289","505,412","229,063","14,911","54,174","207,264","4,901,867","4,191,844","512,269","128,687","14,638","54,429","588,925","D","D","5,904,365","1,568,183","627,039","273,511","667,633","1,682,463","684,647","281,408","716,408","3,652,558","970,504","2,682,054","170,830","42,246","128,584","14,865","6,398","107,321","93,359","27,503","65,856","3,730,029","985,247","2,744,782","234,988","65,473","52,294","13,179","948,025","118,097","10,404","13,388","13,629","15,756","69,578","13,395","26,328","59,667","32,095","575,688","30% to less than 40%","20% to less than 30%","30% to less than 40%"
"United States","3326","Spring and Wire Product Manufacturing","2022","874","1,025","11,094,068","1,986,401","478,487","34,777","1,212,729","293,294","25,967","50,606","773,672","185,193","8,810","501,040","219,157","16,425","43,929","221,529","5,658,090","4,807,595","607,360","118,189","35,461","89,485","962,319","D","D","5,558,426","1,703,573","839,261","199,522","664,790","1,855,111","934,477","226,754","693,880","4,453,593","1,018,242","3,435,351","253,347","54,322","199,025","17,929","6,852","174,244","91,878","10,256","81,622","4,615,062","1,062,308","3,552,754","290,375","135,131","117,720","17,411","896,793","117,542","10,564","8,671","14,127","20,347","128,864","16,501","24,032","54,188","45,845","456,112","30% to less than 40%","20% to less than 30%","30% to less than 40%"
"United States","33261","Spring and Wire Product Manufacturing","2022","874","1,025","11,094,068","1,986,401","478,487","34,777","1,212,729","293,294","25,967","50,606","773,672","185,193","8,810","501,040","219,157","16,425","43,929","221,529","5,658,090","4,807,595","607,360","118,189","35,461","89,485","962,319","D","D","5,558,426","1,703,573","839,261","199,522","664,790","1,855,111","934,477","226,754","693,880","4,453,593","1,018,242","3,435,351","253,347","54,322","199,025","17,929","6,852","174,244","91,878","10,256","81,622","4,615,062","1,062,308","3,552,754","290,375","135,131","117,720","17,411","896,793","117,542","10,564","8,671","14,127","20,347","128,864","16,501","24,032","54,188","45,845","456,112","30% to less than 40%","20% to less than 30%","30% to less than 40%"
"United States","332613","Spring Manufacturing","2022","288","352","5,036,408","934,528","225,406","16,398","586,995","143,080","12,739","24,780","347,533","82,326","3,659","239,864","107,692","10,912","22,540","98,720","2,455,625","2,013,282","302,645","79,246","16,270","44,182","485,757","D","0","2,571,975","763,348","348,537","83,508","331,303","740,444","335,522","87,715","317,207","2,473,882","482,391","1,991,491","116,198","29,300","86,898","5,665","3,006","78,227","61,128","3,433","57,695","2,528,952","508,258","2,020,694","147,539","56,336","47,673","8,663","435,230","57,496","5,016","3,974","7,499","8,399","67,736","5,699","10,820","22,045","21,893","224,653","30% to less than 40%","20% to less than 30%","30% to less than 40%"
"United States","332618","Other Fabricated Wire Product Manufacturing","2022","589","673","6,057,660","1,051,873","253,081","18,379","625,734","150,214","13,228","25,826","426,139","102,867","5,151","261,176","111,465","5,513","21,389","122,809","3,202,465","2,794,313","304,715","38,943","19,191","45,303","476,562","0","D","2,986,451","940,225","490,724","116,014","333,487","1,114,667","598,955","139,039","376,673","1,979,711","535,851","1,443,860","137,149","25,022","112,127","12,264","3,846","96,017","30,750","6,823","23,927","2,086,110","554,050","1,532,060","142,836","78,795","70,047","8,748","461,563","60,046","5,548","4,697","6,628","11,948","61,128","10,802","13,212","32,143","23,952","231,459","30% to less than 40%","20% to less than 30%","30% to less than 40%"
"United States","3327","Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing","2022","21,402","22,073","81,097,215","22,617,541","5,381,969","371,460","15,788,782","3,757,551","288,471","559,517","6,828,759","1,624,418","82,989","5,425,859","2,236,239","117,191","467,077","2,605,352","32,585,427","27,031,701","1,038,215","3,412,788","292,865","809,858","7,868,966","28,043","1,099","49,667,563","12,658,780","4,827,247","4,291,455","3,540,078","14,269,477","5,379,347","4,895,130","3,995,000","50,230,223","9,877,375","40,352,848","3,560,005","461,353","3,098,652","288,209","124,833","2,685,610","1,558,709","202,381","1,356,328","52,231,519","10,136,347","42,095,172","4,285,551","1,628,006","1,290,366","337,640","6,468,977","710,552","164,138","156,267","133,114","168,665","970,139","166,210","134,314","470,022","488,602","2,906,954","20% to less than 30%","10% to less than 20%","20% to less than 30%"
"United States","33271","Machine Shops","2022","16,876","17,163","44,731,288","13,593,240","3,219,610","226,604","9,492,843","2,256,601","175,526","334,332","4,100,397","963,009","51,078","3,153,675","1,236,251","72,934","252,170","1,592,320","16,355,367","13,655,782","451,660","1,658,683","171,081","418,161","3,966,808","11,623","804","29,044,712","6,519,338","2,268,733","2,437,058","1,813,547","7,396,274","2,585,692","2,788,890","2,021,692","27,592,866","6,020,077","21,572,789","2,103,457","279,491","1,823,966","205,971","80,255","1,537,740","828,925","130,547","698,378","28,867,398","6,169,021","22,698,377","2,485,682","1,002,592","803,224","199,368","3,666,651","378,907","101,388","90,557","74,004","109,198","519,147","100,080","81,294","254,468","288,687","1,668,921","20% to less than 30%","Less than 10%","20% to less than 30%"
"United States","332710","Machine Shops","2022","16,876","17,163","44,731,288","13,593,240","3,219,610","226,604","9,492,843","2,256,601","175,526","334,332","4,100,397","963,009","51,078","3,153,675","1,236,251","72,934","252,170","1,592,320","16,355,367","13,655,782","451,660","1,658,683","171,081","418,161","3,966,808","11,623","804","29,044,712","6,519,338","2,268,733","2,437,058","1,813,547","7,396,274","2,585,692","2,788,890","2,021,692","27,592,866","6,020,077","21,572,789","2,103,457","279,491","1,823,966","205,971","80,255","1,537,740","828,925","130,547","698,378","28,867,398","6,169,021","22,698,377","2,485,682","1,002,592","803,224","199,368","3,666,651","378,907","101,388","90,557","74,004","109,198","519,147","100,080","81,294","254,468","288,687","1,668,921","20% to less than 30%","Less than 10%","20% to less than 30%"
"United States","33272","Turned Product and Screw, Nut, and Bolt Manufacturing","2022","4,607","4,910","36,365,927","9,024,301","2,162,359","144,856","6,295,939","1,500,950","112,945","225,185","2,728,362","661,409","31,911","2,272,184","999,988","44,257","214,907","1,013,032","16,230,060","13,375,919","586,555","1,754,105","121,784","391,697","3,902,158","16,420","295","20,622,851","6,139,442","2,558,514","1,854,397","1,726,531","6,873,203","2,793,655","2,106,240","1,973,308","22,637,357","3,857,298","18,780,059","1,456,548","181,862","1,274,686","82,238","44,578","1,147,870","729,784","71,834","657,950","23,364,121","3,967,326","19,396,795","1,799,869","625,414","487,142","138,272","2,802,326","331,645","62,750","65,710","59,110","59,467","450,992","66,130","53,020","215,554","199,915","1,238,033","20% to less than 30%","10% to less than 20%","20% to less than 30%"
"United States","332721","Precision Turned Product Manufacturing","2022","3,951","4,112","23,500,308","6,589,492","1,576,580","108,020","4,668,383","1,115,076","84,652","168,649","1,921,109","461,504","23,368","1,582,797","680,287","29,277","134,796","738,437","9,376,575","7,895,693","149,088","982,440","75,108","274,246","2,740,704","16,316","D","14,426,869","3,650,466","1,335,793","1,288,038","1,026,635","4,153,026","1,464,308","1,462,659","1,226,059","16,632,708","2,568,381","14,064,327","1,163,604","132,728","1,030,876","67,987","36,499","926,390","576,509","39,992","536,517","17,219,803","2,661,117","14,558,686","1,396,077","462,629","357,464","105,165","1,897,797","215,320","43,539","53,281","36,696","41,648","319,328","41,334","39,041","139,666","121,474","846,470","10% to less than 20%","10% to less than 20%","20% to less than 30%"
"United States","332722","Bolt, Nut, Screw, Rivet, and Washer Manufacturing","2022","669","798","12,865,619","2,434,809","585,779","36,836","1,627,556","385,874","28,293","56,536","807,253","199,905","8,543","689,387","319,701","14,980","80,111","274,595","6,853,485","5,480,226","437,467","771,665","46,676","117,451","1,161,454","104","D","6,195,982","2,488,976","1,222,721","566,359","699,896","2,720,177","1,329,347","643,581","747,249","6,004,649","1,288,917","4,715,732","292,944","49,134","243,810","14,251","8,079","221,480","153,275","31,842","121,433","6,144,318","1,306,209","4,838,109","403,792","162,785","129,678","33,107","904,529","116,325","19,211","12,429","22,414","17,819","131,664","24,796","13,979","75,888","78,441","391,563","30% to less than 40%","20% to less than 30%","30% to less than 40%"
"United States","3328","Coating, Engraving, Heat Treating, and Allied Activities","2022","4,690","5,266","31,687,028","6,549,991","1,577,826","116,275","4,505,932","1,091,356","92,541","179,393","2,044,059","486,470","23,734","1,595,136","622,061","39,779","139,911","793,385","12,929,395","11,645,265","99,189","287,220","380,705","517,016","5,643,214","9,711","243","18,776,158","3,394,616","1,384,097","665,285","1,345,234","3,524,406","1,423,931","643,976","1,456,499","17,070,125","4,313,416","12,756,709","759,119","145,515","613,604","80,363","33,236","500,005","288,847","70,078","218,769","17,540,397","4,388,853","13,151,544","1,112,735","483,116","401,796","81,320","2,603,513","400,865","39,402","21,793","33,409","45,659","485,505","181,651","99,797","156,861","163,468","975,103","10% to less than 20%","10% to less than 20%","20% to less than 30%"
"United States","33281","Coating, Engraving, Heat Treating, and Allied Activities","2022","4,690","5,266","31,687,028","6,549,991","1,577,826","116,275","4,505,932","1,091,356","92,541","179,393","2,044,059","486,470","23,734","1,595,136","622,061","39,779","139,911","793,385","12,929,395","11,645,265","99,189","287,220","380,705","517,016","5,643,214","9,711","243","18,776,158","3,394,616","1,384,097","665,285","1,345,234","3,524,406","1,423,931","643,976","1,456,499","17,070,125","4,313,416","12,756,709","759,119","145,515","613,604","80,363","33,236","500,005","288,847","70,078","218,769","17,540,397","4,388,853","13,151,544","1,112,735","483,116","401,796","81,320","2,603,513","400,865","39,402","21,793","33,409","45,659","485,505","181,651","99,797","156,861","163,468","975,103","10% to less than 20%","10% to less than 20%","20% to less than 30%"
"United States","332811","Metal Heat Treating","2022","524","685","5,786,168","1,190,373","282,398","18,174","785,764","186,676","13,804","28,038","404,609","95,722","4,370","290,977","119,563","7,768","25,820","137,826","1,974,985","1,661,167","12,211","52,235","109,085","140,287","1,628,771","713","0","3,836,672","645,248","139,710","179,128","326,410","680,926","140,447","203,880","336,599","3,740,606","751,077","2,989,529","160,383","20,586","139,797","11,642","6,205","121,950","47,260","4,684","42,576","3,853,729","766,979","3,086,750","243,250","86,864","66,710","20,154","436,458","60,132","6,027","3,555","5,096","8,559","109,781","24,108","6,311","34,934","33,486","144,469","10% to less than 20%","20% to less than 30%","20% to less than 30%"
"United States","332812","Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers","2022","2,317","2,563","17,981,609","2,816,045","685,786","50,737","1,966,064","480,361","40,501","78,009","849,981","205,425","10,236","702,022","268,219","19,429","69,334","345,040","8,521,512","7,971,084","47,064","140,777","159,463","203,124","2,311,061","1,802","51","9,405,431","2,099,567","1,026,685","395,874","677,008","2,067,505","1,010,383","357,510","699,612","8,906,340","2,255,467","6,650,873","327,528","73,199","254,329","39,265","11,136","203,928","118,576","28,686","89,890","9,115,292","2,299,980","6,815,312","566,100","226,667","187,854","38,813","1,312,750","174,630","17,043","9,373","16,113","19,046","234,709","65,718","76,942","66,179","73,564","559,433","20% to less than 30%","10% to less than 20%","20% to less than 30%"
"United States","332813","Electroplating, Plating, Polishing, Anodizing, and Coloring","2022","1,899","2,018","7,919,251","2,543,573","609,642","47,364","1,754,104","424,319","38,236","73,346","789,469","185,323","9,128","602,137","234,279","12,582","44,757","310,519","2,432,898","2,013,014","39,914","94,208","112,157","173,605","1,703,382","7,196","192","5,534,055","649,801","217,702","90,283","341,816","775,975","273,101","82,586","420,288","4,423,179","1,306,872","3,116,307","271,208","51,730","219,478","29,456","15,895","174,127","123,011","36,708","86,303","4,571,376","1,321,894","3,249,482","303,385","169,585","147,232","22,353","854,305","166,103","16,332","8,865","12,200","18,054","141,015","91,825","16,544","55,748","56,418","271,201","10% to less than 20%","Less than 10%","20% to less than 30%"
"United States","3329","Other fabricated metal product manufacturing","2022","5,508","6,086","89,731,875","16,308,741","3,976,795","247,387","9,482,912","2,290,992","178,645","342,968","6,825,829","1,685,803","68,742","4,538,679","1,921,028","251,453","549,313","1,816,885","40,087,009","36,636,650","1,349,508","1,267,167","222,365","611,319","7,423,887","2,565","1,415","51,037,018","14,744,590","5,446,721","3,238,365","6,059,504","17,106,587","6,374,378","3,702,860","7,029,349","31,673,588","7,778,560","23,895,028","1,741,514","299,586","1,441,928","89,147","80,043","1,272,738","759,049","196,467","562,582","32,656,053","7,881,679","24,774,374","2,519,574","718,443","562,998","155,445","6,126,486","599,534","148,437","134,989","135,609","112,833","742,214","137,973","308,666","559,939","332,831","2,913,461","30% to less than 40%","30% to less than 40%","30% to less than 40%"
"United States","33291","Metal Valve Manufacturing","2022","893","1,140","36,654,208","5,924,897","1,450,101","85,831","3,254,682","786,568","59,580","115,092","2,670,215","663,533","26,251","1,714,314","737,006","78,532","245,529","653,247","16,322,154","15,003,931","702,043","367,687","46,085","202,408","2,505,811","D","D","21,061,511","6,505,424","2,592,904","1,454,324","2,458,196","7,656,113","3,135,654","1,641,031","2,879,428","11,421,011","2,691,610","8,729,401","685,492","99,636","585,856","21,213","24,346","540,297","254,186","74,008","180,178","11,852,317","2,717,238","9,135,079","768,887","217,237","178,217","39,020","2,120,777","215,161","39,802","39,632","47,899","34,862","270,930","44,089","69,510","202,525","103,742","1,052,625","40% to less than 50%","30% to less than 40%","30% to less than 40%"
"United States","332911","Industrial Valve Manufacturing","2022","395","493","14,281,165","2,429,636","593,249","33,193","1,284,608","306,315","22,188","43,443","1,145,028","286,934","11,005","639,494","270,470","34,047","84,766","250,211","5,839,890","5,303,435","263,909","165,674","17,469","89,403","1,157,290","0","0","8,713,844","2,629,525","958,023","706,784","964,718","3,062,635","1,111,723","825,653","1,125,259","3,947,419","1,036,469","2,910,950","255,111","31,750","223,361","11,541","9,429","202,391","120,595","55,450","65,145","4,081,935","1,012,769","3,069,166","277,755","93,721","73,062","20,659","820,155","72,802","15,967","12,742","17,528","14,062","117,115","16,130","23,420","72,799","45,108","412,482","40% to less than 50%","30% to less than 40%","40% to less than 50%"
"United States","332912","Fluid Power Valve and Hose Fitting Manufacturing","2022","271","346","10,908,466","2,076,980","506,069","30,169","1,167,574","281,498","21,186","40,488","909,406","224,571","8,983","679,068","287,056","32,079","115,018","244,915","5,045,156","4,668,171","161,322","142,978","12,487","60,198","655,762","D","D","5,975,729","1,909,650","668,888","455,722","785,040","2,159,593","738,936","498,093","922,564","3,924,154","906,742","3,017,412","257,482","43,813","213,669","2,785","4,402","206,482","69,591","13,418","56,173","4,112,045","937,137","3,174,908","244,172","63,496","52,786","10,710","732,454","75,682","15,051","17,652","20,365","10,216","84,071","13,898","16,651","63,590","29,961","385,317","30% to less than 40%","20% to less than 30%","30% to less than 40%"
"United States","332913","Plumbing Fixture Fitting and Trim Manufacturing","2022","88","106","6,603,711","588,119","150,738","9,702","355,885","91,411","7,369","14,079","232,234","59,327","2,333","166,136","74,580","4,420","19,596","67,540","3,212,612","2,989,742","188,162","15,192","4,678","14,838","172,787","0","0","3,537,370","894,330","444,242","126,151","323,937","1,069,391","607,832","108,832","352,727","1,302,968","287,360","1,015,608","55,095","5,654","49,441","3,030","3,992","42,419","25,081","537","24,544","1,332,982","292,477","1,040,505","84,872","32,188","28,783","3,405","211,669","38,523","4,123","3,572","2,430","4,407","33,913","7,178","16,016","28,685","10,433","62,389","60% to less than 70%","20% to less than 30%","20% to less than 30%"
"United States","332919","Other Metal Valve and Pipe Fitting Manufacturing","2022","175","195","4,860,866","830,162","200,045","12,767","446,615","107,344","8,837","17,082","383,547","92,701","3,930","229,616","104,900","7,986","26,149","90,581","2,224,496","2,042,583","88,650","43,843","11,451","37,969","519,972","0","0","2,834,568","1,071,919","521,751","165,667","384,501","1,364,494","677,163","208,453","478,878","2,246,470","461,039","1,785,431","117,804","18,419","99,385","3,857","6,523","89,005","38,919","4,603","34,316","2,325,355","474,855","1,850,500","162,088","27,832","23,586","4,246","356,499","28,154","4,661","5,666","7,576","6,177","35,831","6,883","13,423","37,451","18,240","192,437","30% to less than 40%","30% to less than 40%","30% to less than 40%"
"United States","33299","All Other Fabricated Metal Product Manufacturing","2022","4,648","4,946","53,077,667","10,383,844","2,526,694","161,556","6,228,230","1,504,424","119,065","227,876","4,155,614","1,022,270","42,491","2,824,365","1,184,022","172,921","303,784","1,163,638","23,764,855","21,632,719","647,465","899,480","176,280","408,911","4,918,076","D","D","29,975,507","8,239,166","2,853,817","1,784,041","3,601,308","9,450,474","3,238,724","2,061,829","4,149,921","20,252,577","5,086,950","15,165,627","1,056,022","199,950","856,072","67,934","55,697","732,441","504,863","122,459","382,404","20,803,736","5,164,441","15,639,295","1,750,687","501,206","384,781","116,425","4,005,709","384,373","108,635","95,357","87,710","77,971","471,284","93,884","239,156","357,414","229,089","1,860,836","30% to less than 40%","30% to less than 40%","30% to less than 40%"
"United States","332991","Ball and Roller Bearing Manufacturing","2022","107","165","5,808,676","1,087,553","272,502","18,023","777,609","195,531","14,595","27,755","309,944","76,971","3,428","350,450","160,266","D","D","141,151","2,697,637","2,433,948","50,430","99,381","26,044","87,834","1,114,030","0","0","3,228,480","1,370,827","362,380","584,448","423,999","1,547,918","405,268","659,001","483,649","5,143,197","974,480","4,168,717","109,661","10,945","98,716","D","D","96,233","76,254","48,391","27,863","5,176,604","937,034","4,239,570","350,357","44,014","28,739","15,275","442,906","35,897","D","3,813","13,323","6,438","113,775","12,623","D","30,268","17,677","202,222","50% to less than 60%","40% to less than 50%","40% to less than 50%"
"United States","332992","Small Arms Ammunition Manufacturing","2022","151","162","5,825,535","864,223","211,162","13,455","644,495","155,910","11,168","22,549","219,728","55,252","2,287","262,008","114,625","7,472","42,441","97,470","2,710,686","2,626,790","10,305","19,923","16,808","36,860","417,012","D","0","3,201,747","728,418","253,730","135,416","339,272","920,000","305,973","170,071","443,956","1,849,842","343,727","1,506,115","101,613","28,054","73,559","D","9,463","D","33,076","D","D","1,918,379","367,549","1,550,830","120,569","31,136","14,699","16,437","350,456","10,850","4,140","8,331","1,556","4,717","32,221","9,613","63,767","32,907","14,707","167,647","20% to less than 30%","10% to less than 20%","20% to less than 30%"
"United States","332993","Ammunition (except Small Arms) Manufacturing","2022","37","48","4,174,028","1,432,775","357,018","14,700","571,563","141,488","7,008","13,014","861,212","215,530","7,692","482,081","187,394","D","D","124,500","618,089","481,272","489","79,639","21,128","35,561","538,996","D","0","3,548,671","197,423","29,710","123,105","44,608","206,557","28,080","117,467","61,010","1,188,301","388,395","799,906","15,085","7,357","7,728","D","D","D","836","D","D","1,202,550","395,745","806,805","92,460","6,002","4,498","1,504","230,991","24,316","D","21,628","11,609","4,746","28,765","9,305","D","29,173","6,435","41,599","Less than 10%","80% to less than 90%","Less than 10%"
"United States","332994","Small Arms, Ordnance, and Ordnance Accessories Manufacturing","2022","511","533","10,555,395","1,670,816","404,096","24,552","827,295","198,677","16,983","32,288","843,521","205,419","7,569","441,298","199,918","13,299","45,919","182,162","5,054,712","4,704,640","143,236","147,691","14,416","44,729","550,203","0","D","5,698,179","1,986,448","843,266","287,091","856,091","2,366,227","1,003,400","324,453","1,038,374","3,038,176","824,379","2,213,797","232,712","43,088","189,624","11,141","20,896","157,587","62,863","13,757","49,106","3,208,025","853,710","2,354,315","331,957","84,539","59,405","25,134","981,492","60,099","16,823","24,543","26,952","18,039","66,548","13,669","98,891","110,674","70,735","474,519","30% to less than 40%","20% to less than 30%","30% to less than 40%"
"United States","332996","Fabricated Pipe and Pipe Fitting Manufacturing","2022","655","722","8,017,928","1,705,128","413,889","27,714","1,140,164","274,006","21,330","41,328","564,964","139,883","6,384","440,673","183,675","14,204","42,171","200,623","3,901,621","3,536,370","88,754","194,792","30,425","51,280","590,186","D","D","4,204,758","1,329,455","491,287","217,623","620,545","1,470,863","509,179","288,182","673,502","3,572,824","1,012,669","2,560,155","141,081","20,842","120,239","18,351","5,668","96,220","208,817","33,927","174,890","3,505,088","999,584","2,505,504","340,389","93,398","72,017","21,381","574,584","60,553","10,321","5,718","7,236","11,266","76,274","15,488","11,131","42,416","41,211","292,970","30% to less than 40%","20% to less than 30%","30% to less than 40%"
"United States","332999","All Other Miscellaneous Fabricated Metal Product Manufacturing","2022","3,202","3,316","18,696,105","3,623,349","868,027","63,112","2,267,104","538,812","47,981","90,942","1,356,245","329,215","15,131","847,855","338,144","16,383","75,596","417,732","8,782,110","7,849,699","354,251","358,054","67,459","152,647","1,707,649","1,596","D","10,093,672","2,626,595","873,444","436,358","1,316,793","2,938,909","986,824","502,655","1,449,430","5,460,237","1,543,300","3,916,937","455,870","89,664","366,206","34,930","17,761","313,515","123,017","22,145","100,872","5,793,090","1,610,819","4,182,271","514,955","242,117","205,423","36,694","1,425,280","192,658","21,867","31,324","27,034","32,765","153,701","33,186","60,566","111,976","78,324","681,879","30% to less than 40%","10% to less than 20%","30% to less than 40%"
"United States","333","Machinery Manufacturing","2022","18,779","21,476","445,515,810","77,062,349","19,015,101","1,069,526","39,699,771","9,571,089","700,582","1,349,622","37,362,578","9,444,012","368,944","22,008,179","9,301,461","858,615","2,560,380","9,287,723","234,789,104","212,031,808","14,254,158","5,728,011","738,301","2,036,826","23,503,860","69,673","D","218,391,446","80,005,164","24,263,406","19,665,350","36,076,408","96,364,592","28,684,401","22,909,095","44,771,096","141,080,719","39,742,527","101,338,192","8,828,823","2,304,841","6,523,982","514,079","408,356","5,601,547","3,882,943","764,670","3,118,273","146,026,599","41,282,698","104,743,901","11,321,127","3,507,978","2,771,708","736,270","32,317,433","3,297,234","645,064","774,917","587,034","623,889","2,856,799","615,244","1,298,736","3,124,392","1,428,472","17,065,652","30% to less than 40%","20% to less than 30%","20% to less than 30%"
